,Title,Topic,Date,File Link,download_loc
2629,"Correspondence from Sir Steve Webb, Partner, LCP, re State Pension Correction Exercise, dated 7 December 2021",Inquiry Underpayments of the State Pension,Published 14 December 2021,https://committees.parliament.uk/publications/8221/documents/84164/default/,
2630,"Correspondence from Dame Meg Hillier, Chair of the Public Accounts Committee, to Rt. Hon. Nadine Dorries MP, Secretary of State, Department for Digital Culture, Media and Sport, re CMS: CONTINGENT LIABILITY – Film and TV Production Restart Scheme, dated 6 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8219/documents/84162/default/,
2631,"Correspondence from Alex Chisholm Chief Operating Officer for the Civil Service and Permanent Secretary, Cabinet Office, re The UK border: Post UK – EU transition period, dated 6 December 2021",Inquiry EU Exit: UK Border,Published 14 December 2021,https://committees.parliament.uk/publications/8217/documents/84158/default/,
2632,"Correspondence from The Rt Hon Sajid Javid, Secretary of State for Health and Social Care, Department of Health and Social Care, re The rollout of treatments for COVID-19 this winter, dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8215/documents/84156/default/,
2633,"Correspondence from Sarah Munby, Permanent Secretary, Department for Business, Energy & Industrial Strategy, re Covid Support Schemes – PAC Fraud and Error Report Recommendations, dated 7 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8214/documents/84154/default/,
2634,"Correspondence from Mark Cheeseman, Director of the Government Counter Fraud Function, Cabinet Office, re PAC Fraud and Error, dated 3 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8212/documents/84151/default/,
2635,"Correspondence from Southend High School for Boys relating to the Committee's inquiry into the Financial sustainability of schools in England, dated 23 November 2021",Inquiry Financial Sustainability of Schools in England,Published 8 December 2021,https://committees.parliament.uk/publications/8159/documents/83478/default/,
2636,"Correspondence to the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 2 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,https://committees.parliament.uk/publications/8121/documents/83302/default/,
2637,"Correspondence from NHS Business Services Authority relating to NHS Supply Chain Finance, dated 29 November 2021",Inquiry NHS supply chain finance,Published 6 December 2021,https://committees.parliament.uk/publications/8120/documents/83300/default/,
2638,"Correspondence from the Foreign, Commonwealth and Development Office relating to Overseas Superannuation Accounts 2021, dated 30 November 2021",,Published 6 December 2021,https://committees.parliament.uk/publications/8119/documents/83299/default/,
2639,"Correspondence from the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 3 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,,
2640,Treasury minutes: Government response to the Committee of Public Accounts on the Eighty-Fifth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8391/documents/85457/default/,
2641,Treasury minutes: Government response to the Committee of Public Accounts on the Ninety-First Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8389/documents/85456/default/,
2642,Treasury minutes: Government response to the Committee of Public Accounts on the One-Hundredth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8388/documents/85454/default/,
2643,Treasury minutes: Government response to the Committee of Public Accounts on the Eighth Report of Session 2019–21,,Published 11 January 2022,https://committees.parliament.uk/publications/8385/documents/85452/default/,
2644,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8384/documents/85449/default/,
2645,Treasury minutes: Government response to the Committee of Public Accounts on the Forty-Seventh Report of Session 2019-21,,Published 11 January 2022,https://committees.parliament.uk/publications/8383/documents/85447/default/,
2646,Treasury minutes: Government response to the Committee of Public Accounts on the Seventy-Second Report of Session 2017-19,,Published 10 January 2022,https://committees.parliament.uk/publications/8380/documents/85427/default/,
2647,Treasury minutes: Government response to the Committee of Public Accounts on the Twenty-Seventh Report of Session 2019-21,,Published 10 January 2022,https://committees.parliament.uk/publications/8379/documents/85425/default/,
2648,"Correspondence from Rt Hon Amanda Milling, Minister for Asia at the Foreign, Foreign, Commonwealth and Development Office, re Notification of a Contingent Liability (India Green Guarantee), dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8223/documents/84166/default/,
2649,"Correspondence from Sir Steve Webb, Partner, LCP, re State Pension Correction Exercise, dated 7 December 2021",Inquiry Underpayments of the State Pension,Published 14 December 2021,https://committees.parliament.uk/publications/8221/documents/84164/default/,
2650,"Correspondence from Dame Meg Hillier, Chair of the Public Accounts Committee, to Rt. Hon. Nadine Dorries MP, Secretary of State, Department for Digital Culture, Media and Sport, re CMS: CONTINGENT LIABILITY – Film and TV Production Restart Scheme, dated 6 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8219/documents/84162/default/,
2651,"Correspondence from Alex Chisholm Chief Operating Officer for the Civil Service and Permanent Secretary, Cabinet Office, re The UK border: Post UK – EU transition period, dated 6 December 2021",Inquiry EU Exit: UK Border,Published 14 December 2021,https://committees.parliament.uk/publications/8217/documents/84158/default/,
2652,"Correspondence from The Rt Hon Sajid Javid, Secretary of State for Health and Social Care, Department of Health and Social Care, re The rollout of treatments for COVID-19 this winter, dated 8 December 2021",,Published 14 December 2021,https://committees.parliament.uk/publications/8215/documents/84156/default/,
2653,"Correspondence from Sarah Munby, Permanent Secretary, Department for Business, Energy & Industrial Strategy, re Covid Support Schemes – PAC Fraud and Error Report Recommendations, dated 7 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8214/documents/84154/default/,
2654,"Correspondence from Mark Cheeseman, Director of the Government Counter Fraud Function, Cabinet Office, re PAC Fraud and Error, dated 3 December 2021",Inquiry Fraud and Error,Published 14 December 2021,https://committees.parliament.uk/publications/8212/documents/84151/default/,
2655,"Correspondence from Southend High School for Boys relating to the Committee's inquiry into the Financial sustainability of schools in England, dated 23 November 2021",Inquiry Financial Sustainability of Schools in England,Published 8 December 2021,https://committees.parliament.uk/publications/8159/documents/83478/default/,
2656,"Correspondence to the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 2 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,https://committees.parliament.uk/publications/8121/documents/83302/default/,
2657,"Correspondence from NHS Business Services Authority relating to NHS Supply Chain Finance, dated 29 November 2021",Inquiry NHS supply chain finance,Published 6 December 2021,https://committees.parliament.uk/publications/8120/documents/83300/default/,
2658,"Correspondence from the Foreign, Commonwealth and Development Office relating to Overseas Superannuation Accounts 2021, dated 30 November 2021",,Published 6 December 2021,https://committees.parliament.uk/publications/8119/documents/83299/default/,
2659,"Correspondence from the Department for Digital, Culture, Media and Sport relating to DCMS recall and Broadband, dated 3 December 2021",Inquiry DCMS recall (Broadband),Published 6 December 2021,,
2660,Treasury minutes: Government response to the Committee of Public Accounts on the Eighty-Fifth Report of Session 2017-19,,Published 11 January 2022,https://committees.parliament.uk/publications/8391/documents/85457/default/,
